ID,COMMENT,CLASSE
3975,"So the people saying to go green don’t, and you conclusion it’s we still have to go green, they only lying for the second part",scrollTriggerFade section UNDEFINED
3976,I would even be thinking about if I bought a jet just like how ppl don’t think about it when they buy a car,scrollTriggerFade section UNDEFINED
3977,@Kylie Jenner what’s up with this???,scrollTriggerFade section CELEBRITIES
3978,I bet the air conditioning is running 24/7 in their mega mansions too. It’s not the majority that needs to change folks. Don’t believe elitist lies.,scrollTriggerFade section POLLUTION
3979,Exactly so gimme them plastic straws,scrollTriggerFade section EVERYDAY
3980,Then people do something don’t buy their brands ! Block them and unfollowed we are giving them the money !!!,scrollTriggerFade section RICH
3981,I don’t understand why celebrities act like presidents and prime ministers who actually need private flights for safety over luxury. Humble yourself.,scrollTriggerFade section CELEBRITIES
3982,because they're too good to sit in traffic.,scrollTriggerFade section EVERYDAY
3983,Interesting that Drake’s flight was one minute longer but 4 tons more of carbon and you called out Kylie instead. 🧐,scrollTriggerFade section UNDEFINED
3984,and here I am recycling like an idiot,scrollTriggerFade section EVERYDAY
3985,and this is why you don’t let celebrities opinions influence your decision 🤷‍♀️🤷‍♀️🤷‍♀️,scrollTriggerFade section CELEBRITIES
3986,Can we please give Drake and Mark the same energy? Bc I feel like theyre just gonna get a pass,scrollTriggerFade section CELEBRITIES
3987,lmao Drake flying from Hamilton to Toronto 🤦‍♀️there's no way that is real 😂,scrollTriggerFade section UNDEFINED
3988,@Kylie Jenner sym,scrollTriggerFade section CELEBRITIES
3989,"How did drake even manage to emit 5 tons of co2 during an 18min flight when Chesney did 1/5 of that in 20min? Regardless, let’s ban private planes",scrollTriggerFade section UNDEFINED
3990,These are just celebrities too. You should look into ALL flight logs for private Jets,scrollTriggerFade section UNDEFINED
3991,Drake seems just as bad,scrollTriggerFade section CELEBRITIES
3992,Tax tax tax. Also maybe stop supporting these people,scrollTriggerFade section RICH
3993,"hear me out, the purge, but with the theme : eat the rich",scrollTriggerFade section RICH
3994,bc the rich can outrun consequences much longer than poor people🙃,scrollTriggerFade section UNDEFINED
3995,I got rid of my car and bike everywhere to reduce my footprint. It seems so worth it. 🤦🏼‍♀️,scrollTriggerFade section UNDEFINED
3996,"We don’t even know if they’re in these flight tho. A lot of times these jets are going from one hanger to another for maintenance, storage, fuel etc",scrollTriggerFade section ROUTINE
3997,"Kenny Chesney lmaooo fucks my whole nuts that this completely irrelevant country ""star"" is only relevant again because of this",scrollTriggerFade section CELEBRITIES
3998,The rich are parasites leaching off the world and destroying it. All tgeir money will be nothing when tgey destroy the world.,scrollTriggerFade section UNDEFINED
3999,"The single biggest thing you can do to reduce your impact on the environment is go vegan, but you don't, so don't criticise when you also don't care.",scrollTriggerFade section UNDEFINED
4000,If we don’t eat them today can we at least all block them? Lol,scrollTriggerFade section RICH
4001,"U guys have to stop supporting them, unfollow them, stop buying their shitty products. Show them that they have to change",scrollTriggerFade section POLLUTION
4002,@Kim Kardashian @Kylie Jenner be smarter about the planet we (regrettably) have to share,scrollTriggerFade section UNDEFINED
4003,Eat the rich!,scrollTriggerFade section RICH
4004,Stop buying their made in china shit and watching their scripted shows. Your money is what keeps these lunatics going,scrollTriggerFade section UNDEFINED
4005,So whos fault is that Kardashian have jets?????? Now try to Take Away,scrollTriggerFade section UNDEFINED
4006,"When you think about it…we created those monsters, if we stopped supporting them in any way they wouldn’t be rich and famous 🤷‍♂️",scrollTriggerFade section RICH
4007,wouldn’t it be nice if the government regulated them? what a dream,scrollTriggerFade section RICH
4008,Why are you verbally hating on Kylie and Kim when from the data you provided Drake was by far the worst?,scrollTriggerFade section CELEBRITIES
4009,i agree with you although i would have liked for you to bring up non-eurocentric suffering like famine in madagaskar instead of 'france is on fire',scrollTriggerFade section POLLUTION
4010,I bet y’all bitching about Drake's flight listen to Drake's music which ultimately gives him the money and power to afford those flights. 🙄,scrollTriggerFade section UNDEFINED
4011,This 1% of people did not generate all the huge mountains of garbage in the Atacama desert. Stop putting excuses just to remain in your comfort zone,scrollTriggerFade section UNDEFINED
4012,We need to regulate and tax the fuck out of private flights.,scrollTriggerFade section RICH
4013,Decaprisun is another one bleating on about climate change whilst simultaneously owning a private jet..the hypocrisy 🙄,scrollTriggerFade section POLLUTION
4014,Eat the rich.,scrollTriggerFade section RICH
4015,Ive only seen videos of people hating on kard/jenner women for the flights. No mention of Floyd Mayweather creating the same CO2 with a shorter flight,scrollTriggerFade section UNDEFINED
4016,guess it's time to EAT THE RICH 🔪 💀,scrollTriggerFade section RICH
4017,Eat the rich.,scrollTriggerFade section RICH
4018,I don’t even have a car,scrollTriggerFade section EVERYDAY
4019,I mean did you guys really think these people sit in cars all day. Why are we shocked. They’re not good people,scrollTriggerFade section UNDEFINED
4020,Eat the rich…,scrollTriggerFade section RICH
4021,I get angry about once a week about the joyride Jeff Bezoz did up into space. me not driving will never make up for that one thing.,scrollTriggerFade section CELEBRITIES
4022,Only thing I hate more than these ppl is using it as an excuse to not take personal responsibility. Vote with you money!!!,scrollTriggerFade section RICH
4023,"Forget the co2, plane fuel is still leaded, they’re putting lead into the atmosphere",scrollTriggerFade section UNDEFINED
4024,One way to hit them where it hurts is to boycott their products,scrollTriggerFade section RICH
4025,ban private jets and add in more train systems,scrollTriggerFade section POLLUTION
4026,We also need to start getting rid of people that idolize celebrities 🤨 yes? Maybe? Are we in ? Can we? Please?,scrollTriggerFade section UNDEFINED
4027,But the Kardashians get clicks. Look at that twitter a rando golfer and country singer are on there way more than them.,scrollTriggerFade section CELEBRITIES
4028,Private flights shouldn’t be taken away but limited on how many ANYONE can take in a year. Also no private flight for less than a 3 hour flight.,scrollTriggerFade section UNDEFINED
4029,when do we get to fucking eat them,scrollTriggerFade section RICH
4030,THEY WILL CARE IF YOU STOP GIVING THEM YOUR MONEY. The end.,scrollTriggerFade section RICH
4031,I think Kim does care… abt her own fame 💀 I’m convinced she took that plane after the news broke bc she loves to stir up controversy,scrollTriggerFade section CELEBRITIES
4032,The worst is mayweathers! Like Henderson is like 20 mins from the Vegas strip wth,scrollTriggerFade section CELEBRITIES
4033,Drake doing all that to entertain your girl for a weekend? Focus on yourself King and the environment.✅🥹,scrollTriggerFade section CELEBRITIES
4034,and these changes have to happen within how we view celebrity culture as well. I can recall too many occasions /1,scrollTriggerFade section CELEBRITIES
4035,"if you're an American you are very likely the 1%, so you don't get to take the high road here unless you're doing something to reduce your emissions!",scrollTriggerFade section POLLUTION
4036,Stop👏looking 👏up 👏to👏 celebrities👏people 👏unless👏maybe👏they👏are👏Keanu 👏Reeves,scrollTriggerFade section UNDEFINED
4037,Tax the rich,scrollTriggerFade section RICH
4038,The difference in the comments here and on Twitter is crazy. So many people there making excuses for why this is ok it was honestly stomach wrenching.,scrollTriggerFade section RICH
4039,@kyliejenner,scrollTriggerFade section CELEBRITIES
4040,"What's not surprising in the least, is that I have never accused any of these ppl of being a good person lol",scrollTriggerFade section RICH
4041,I felt guilty for not washing my egg mayo carton out yesterday.. and using domestic waste then I felt bad all morning.. ffs ridiculous,scrollTriggerFade section EVERYDAY
4042,Once again you DO NOT KNOW IF THEY WERE ON THE FLIGHT,scrollTriggerFade section ROUTINE
4043,Where does Jack Nicklaus need to get to so quickly? He's literally a guy who is retired from taking slow walks with regular breaks.,scrollTriggerFade section CELEBRITIES
4044,France is on fire because drake refuses to drive from Toronto to Hamilton. 😳,scrollTriggerFade section UNDEFINED
4045,I'm amazed these ppl are so vein that they literally think the world is theirs to destroy,scrollTriggerFade section UNDEFINED
4046,france and the uk being on fire is a good thing though.,scrollTriggerFade section POLLUTION
4047,"And the celebs are small potatoes, what about all the billionairres and ultra rich who arent household names",scrollTriggerFade section UNDEFINED
4048,"watch them post a new pregnancy/drama announcement to conceal all of this, and watch people fall for it",scrollTriggerFade section RICH
4049,But why y’all focusing on Kylie when there’s Drake with much more pollution and others celebs?,scrollTriggerFade section UNDEFINED
4050,I’ll never use a paper straw again…..,scrollTriggerFade section EVERYDAY
4051,i hope this is the beginning of eating the rich 😁🥰,scrollTriggerFade section RICH
4052,People need to Stop buying the garbage makeup!!!!!,scrollTriggerFade section UNDEFINED
